location,year,km_run,fuel,trans,owner,mileage,engine,power,seats,brand,model
Coimbatore,2015,35441,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
Bangalore,2015,86398,Diesel,Manual,First,12.99,2494.0,100.6,7.0,Toyota,Innova
Chennai,2012,150000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,Nissan,Sunny
Hyderabad,2014,89000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,Maruti,Swift
Hyderabad,2010,68375,Petrol,Manual,First,19.0,998.0,66.1,5.0,Maruti,A-Star
Pune,2013,52000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,Maruti,Swift
Jaipur,2017,39000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,Mercedes-Benz,CLA
Bangalore,2014,68000,Petrol,Manual,Second,16.02,1373.0,93.7,7.0,Maruti,Ertiga
Jaipur,2007,71000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,Maruti,Wagon
Hyderabad,2012,72003,Diesel,Manual,First,22.07,1199.0,73.9,5.0,Volkswagen,Polo
Hyderabad,2014,135670,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport
Kochi,2017,65850,Diesel,Manual,First,25.1,1498.0,98.6,5.0,Honda,City
Coimbatore,2015,53920,Petrol,Manual,First,14.28,1798.0,138.03,5.0,Toyota,Corolla
Ahmedabad,2014,58000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500
Kolkata,2016,4000,Petrol,Manual,First,24.7,796.0,47.3,5.0,Maruti,Alto
Chennai,2010,58000,Diesel,Automatic,First,18.59,2993.0,265.0,5.0,BMW,5
Kochi,2016,29832,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON
Chennai,2016,71156,Diesel,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift
Hyderabad,2011,54000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,Audi,A4
Bangalore,2009,75000,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,Skoda,Superb
Kochi,2015,39208,Petrol,Manual,First,17.57,1193.0,88.7,5.0,Tata,Zest
Kolkata,2014,41000,Diesel,Manual,First,17.0,2149.0,139.07,7.0,Force,One
Coimbatore,2013,38622,Petrol,Manual,First,17.4,1497.0,117.3,5.0,Honda,City
Chennai,2016,18000,Petrol,Manual,First,16.95,1498.0,97.7,5.0,Nissan,Sunny
Delhi,2012,52000,Petrol,Manual,First,16.1,,,5.0,Maruti,Swift
Mumbai,2011,45000,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,Volkswagen,Vento
Mumbai,2014,48656,Petrol,Automatic,First,15.74,1591.0,121.3,5.0,Hyundai,Verna
Bangalore,2012,79000,Diesel,Automatic,First,22.0,1582.0,126.2,5.0,Hyundai,Verna
Bangalore,2012,88000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,Audi,A4
Delhi,2009,92000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,Maruti,SX4
Chennai,2019,9000,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,Ford,Endeavour
Coimbatore,2008,50121,Petrol,Manual,First,20.4,1197.0,83.11,5.0,Maruti,Swift
Hyderabad,2014,79000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,Hyundai,Grand
Hyderabad,2014,46000,Diesel,Manual,Second,20.14,1498.0,88.8,5.0,Volkswagen,Polo
Pune,2012,100000,Petrol,Automatic,First,10.0,2496.0,157.7,5.0,Mercedes-Benz,E-Class
Kolkata,2015,41000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
Chennai,2015,25000,Petrol,Automatic,First,24.07,998.0,67.1,5.0,Maruti,Alto
Pune,2014,71899,Diesel,Manual,First,20.77,1248.0,88.76,7.0,Maruti,Ertiga
Mumbai,2016,7100,Petrol,Automatic,First,23.1,998.0,67.04,5.0,Maruti,Celerio
Coimbatore,2018,38171,Petrol,Automatic,Second,22.5,999.0,67.0,5.0,Renault,KWID
Bangalore,2013,70359,Diesel,Manual,First,12.05,2179.0,120.0,8.0,Mahindra,Scorpio
Chennai,2011,200000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,Toyota,Innova
Chennai,2017,26969,Diesel,Manual,First,22.07,1199.0,73.9,5.0,Volkswagen,Polo
Chennai,2011,56500,Diesel,Manual,First,20.0,1399.0,68.0,5.0,Ford,Figo
Kolkata,2014,40000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,Nissan,Terrano
Kolkata,2014,41000,Diesel,Manual,First,17.0,2200.0,139.01,7.0,Force,One
Kochi,2017,53105,Petrol,Automatic,First,22.5,999.0,67.0,5.0,Renault,KWID
Mumbai,2013,23000,Diesel,Manual,First,21.14,1498.0,103.52,5.0,Skoda,Rapid
Hyderabad,2016,80999,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500
Chennai,2012,82000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,Ford,Figo
Coimbatore,2017,68557,Diesel,Manual,First,15.96,2523.0,62.1,7.0,Mahindra,Bolero
Hyderabad,2016,34000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,Volkswagen,Vento
Pune,2015,77000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,Toyota,Innova
Mumbai,2012,48000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500
Coimbatore,2015,28232,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,Ford,Ecosport
Chennai,2011,110000,Diesel,Automatic,First,16.96,1968.0,138.1,5.0,Volkswagen,Jetta
Chennai,2009,120000,Diesel,Manual,Second,13.93,2179.0,138.0,7.0,Tata,New
Mumbai,2013,49000,Diesel,Automatic,First,8.2,2993.0,245.0,4.0,BMW,3
Kolkata,2014,22000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,Volkswagen,Polo
Coimbatore,2015,14925,Petrol,Manual,First,18.5,1197.0,82.9,5.0,Hyundai,i20
Mumbai,2013,75000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,Maruti,Ertiga
Chennai,2015,23000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,Honda,City
Mumbai,2014,57000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
Kochi,2013,76718,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,Volkswagen,Jetta
Pune,2016,138000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,Honda,Amaze
Hyderabad,2013,140000,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,Mahindra,XUV500
Mumbai,2008,110000,Petrol,Automatic,Second,14.53,1798.0,138.1,5.0,Toyota,Corolla
Pune,2005,126000,Petrol,Manual,Second,17.0,1086.0,,5.0,Hyundai,Santro
Bangalore,2012,73000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,BMW,3
Kochi,2017,63423,Diesel,Manual,First,23.0,1498.0,98.96,5.0,Ford,EcoSport
Kochi,2013,62132,Petrol,Manual,First,18.5,1197.0,82.85,5.0,Hyundai,i20
Mumbai,2013,51000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,Honda,City
Hyderabad,2015,75000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,Maruti,Ritz
Kolkata,2008,55410,Petrol,Manual,First,19.81,1086.0,68.05,5.0,Hyundai,i10
Mumbai,2015,41000,Petrol,Manual,First,18.2,1199.0,82.4,5.0,Chevrolet,Sail
Chennai,2012,45000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,Hyundai,Verna
Kochi,2018,53322,Petrol,Manual,First,15.8,1591.0,121.3,5.0,Hyundai,Creta
Jaipur,2013,48000,Petrol,Manual,First,18.2,1199.0,82.4,5.0,Chevrolet,Sail
Hyderabad,2013,72000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,Audi,Q5
Kochi,2013,50266,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
Hyderabad,2017,21800,Petrol,Manual,First,17.0,1497.0,121.36,5.0,Ford,EcoSport
Bangalore,2014,45000,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,Audi,Q7
Delhi,2010,62000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
Chennai,2014,41681,Petrol,Manual,First,17.0,1197.0,80.0,5.0,Hyundai,i20
Delhi,2011,69313,Petrol,Manual,Second,17.5,1197.0,85.8,5.0,Maruti,Swift
Pune,2017,49000,Diesel,Manual,Second,25.0,1396.0,69.0,5.0,Tata,Indica
Coimbatore,2012,40471,Diesel,Automatic,Second,16.2,2993.0,235.0,5.0,BMW,5
Ahmedabad,2013,60000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,Maruti,Swift
Jaipur,2018,1001,Petrol,Manual,First,19.0,1194.0,94.68,5.0,Ford,Freestyle
Bangalore,2008,38000,Petrol,Manual,Second,13.9,1599.0,103.2,5.0,Hyundai,Verna
Mumbai,2008,66000,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,BMW,3
Kochi,2017,33901,Diesel,Manual,First,12.8,2494.0,102.0,8.0,Toyota,Innova
Hyderabad,2011,57000,Diesel,Automatic,Second,14.94,2143.0,204.0,5.0,Mercedes-Benz,New
Pune,2013,170000,Diesel,Manual,First,22.54,1582.0,126.2,5.0,Hyundai,Elantra
Hyderabad,2014,60000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,Maruti,Ritz
Pune,2016,85000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara
Kolkata,2016,146000,Petrol,Manual,Second,19.1,1197.0,82.0,5.0,Hyundai,Xcent
Kolkata,2014,56002,Diesel,Manual,First,26.0,1498.0,98.6,5.0,Honda,City
Mumbai,2016,8554,Petrol,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID
Jaipur,2014,62322,Diesel,Manual,First,23.59,1364.0,67.06,5.0,Toyota,Etios
Kochi,2015,37929,Petrol,Manual,First,24.07,998.0,67.1,5.0,Maruti,Alto
Chennai,2016,5400,Petrol,Manual,First,23.84,1199.0,84.0,5.0,Tata,Tiago
Kolkata,2013,60000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,Hyundai,i20
Kochi,2014,55730,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,Audi,A4
Hyderabad,2015,62000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,Maruti,Swift
Kochi,2017,14576,Petrol,Manual,First,17.0,1198.0,73.75,5.0,Volkswagen,Ameo
Mumbai,2017,17000,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,Honda,BRV
Mumbai,2009,28000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,Hyundai,i20
Ahmedabad,2012,58200,Diesel,Manual,First,14.66,2199.0,194.3,7.0,Hyundai,Santa
Kochi,2018,12278,Petrol,Automatic,First,23.1,998.0,67.04,5.0,Maruti,Celerio
Coimbatore,2018,17665,Petrol,Manual,First,15.8,1591.0,121.3,5.0,Hyundai,Creta
Hyderabad,2004,200000,Diesel,Manual,Second,17.88,1396.0,52.8,5.0,Tata,Indica
Mumbai,2011,55893,Petrol,Manual,First,15.04,1598.0,103.6,5.0,Volkswagen,Vento
Kochi,2015,60586,Petrol,Manual,First,23.1,998.0,67.04,5.0,Maruti,Celerio
Ahmedabad,2015,13500,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,Mercedes-Benz,CLA
Jaipur,2017,30000,Petrol,Manual,First,22.74,796.0,47.3,5.0,Maruti,Alto
Delhi,2018,12000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,Ford,Endeavour
Kolkata,2017,65000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,Tata,Zest
Kolkata,2014,38000,Petrol,Manual,First,16.09,1598.0,103.5,5.0,Volkswagen,Vento
Mumbai,2012,25000,Petrol,Manual,Second,17.5,1373.0,91.1,7.0,Maruti,Ertiga
Mumbai,2011,100000,Diesel,Automatic,First,14.0,2987.0,224.0,5.0,Mercedes-Benz,M-Class
Mumbai,2014,13710,Petrol,Manual,First,16.2,1199.0,74.0,5.0,Volkswagen,Polo
Jaipur,2015,100000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,Toyota,Fortuner
Hyderabad,2017,17000,Petrol,Manual,First,23.1,998.0,67.04,5.0,Maruti,Celerio
Chennai,2008,89000,Diesel,Automatic,Second,16.07,1995.0,181.0,4.0,BMW,3
Jaipur,2006,100173,Petrol,Manual,Second,16.9,1497.0,100.0,5.0,Honda,City
Pune,2009,97000,Petrol,Manual,First,13.17,1999.0,114.0,5.0,Mitsubishi,Cedia
Delhi,2016,40190,Petrol,Manual,First,18.06,1198.0,74.93,5.0,Renault,Pulse
Hyderabad,2016,29647,Diesel,Manual,First,20.14,1498.0,88.0,5.0,Volkswagen,Polo
Kochi,2018,43639,Petrol,Manual,First,21.1,998.0,100.0,5.0,Maruti,Baleno
Kochi,2012,37333,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
Kochi,2018,48407,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
Delhi,2011,25000,Petrol,Automatic,First,10.37,2979.0,306.0,2.0,BMW,Z4
Pune,2010,72400,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,Hyundai,i10
Delhi,2012,18000,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,Mini,Cooper
Pune,2012,65167,Petrol,Manual,First,19.4,1198.0,86.8,5.0,Honda,Brio
Kochi,2016,25418,Petrol,Manual,First,20.73,1373.0,91.2,5.0,Maruti,Ciaz
Coimbatore,2013,38995,Diesel,Manual,First,19.3,1248.0,73.9,5.0,Maruti,Swift
Chennai,2012,60000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,Volkswagen,Polo
Delhi,2011,72000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,BMW,X1
Coimbatore,2016,31075,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,Audi,Q7
Kolkata,2015,4311,Diesel,Manual,First,25.83,1498.0,99.0,5.0,Ford,Figo
Bangalore,2017,21000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,BMW,3
Bangalore,2011,54000,Diesel,Automatic,First,14.0,2987.0,224.0,5.0,Mercedes-Benz,M-Class
Mumbai,2007,50000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,Maruti,Wagon
Delhi,2018,13000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,Maruti,Baleno
Pune,2013,74000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,Maruti,Dzire
Pune,2009,75000,Petrol,Manual,Second,14.7,1150.0,76.0,5.0,Chevrolet,Aveo
Chennai,2017,25000,Diesel,Manual,First,20.14,1498.0,88.0,5.0,Volkswagen,Polo
Mumbai,2015,52000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,Audi,Q5
Chennai,2015,20000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,Audi,A6
Kochi,2018,32663,Diesel,Manual,First,24.0,1186.0,73.97,5.0,Hyundai,Grand
Delhi,2012,76777,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,Mahindra,Scorpio
Hyderabad,2016,100303,Diesel,Manual,First,22.95,1248.0,74.0,5.0,Tata,Bolt
Kochi,2015,43993,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON
Kochi,2016,72118,Diesel,Manual,First,15.4,2179.0,120.0,8.0,Mahindra,Scorpio
Bangalore,2010,83000,Petrol,Automatic,Second,11.1,2354.0,142.0,5.0,Honda,Accord
Mumbai,2016,7523,Petrol,Manual,First,16.2,1199.0,74.0,5.0,Volkswagen,Polo
Mumbai,2014,34670,Petrol,Manual,First,15.1,1196.0,73.0,7.0,Maruti,Eeco
Ahmedabad,2016,30000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,Hyundai,Grand
Chennai,2017,17000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,Ford,Endeavour
Delhi,2015,59261,Diesel,Manual,First,24.0,1186.0,73.97,5.0,Hyundai,Grand
Kochi,2016,65210,Diesel,Manual,First,22.9,1248.0,74.0,5.0,Maruti,Swift
Bangalore,2016,19000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
Hyderabad,2012,50000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,Maruti,Swift
Hyderabad,2015,47000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,BMW,3
Mumbai,2007,75000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,Honda,City
Pune,2013,54534,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,Hyundai,i10
Ahmedabad,2018,13000,Diesel,Manual,First,23.0,1498.0,98.96,5.0,Ford,Ecosport
Bangalore,2015,48808,Petrol,Manual,First,23.1,998.0,67.04,5.0,Maruti,Celerio
Pune,2012,63001,Diesel,Manual,Second,20.77,1248.0,88.76,7.0,Maruti,Ertiga
Hyderabad,2015,64771,Diesel,Manual,First,12.8,2494.0,102.0,8.0,Toyota,Innova
Mumbai,2016,34634,Petrol,Manual,First,17.8,1497.0,117.3,5.0,Honda,City
Bangalore,2012,69242,Petrol,Manual,First,19.1,1197.0,85.8,5.0,Maruti,Swift
Kochi,2011,33292,Petrol,Manual,First,18.5,1197.0,85.8,5.0,Maruti,Ritz
Pune,2012,55000,Petrol,Automatic,Second,15.0,1396.0,98.6,5.0,Hyundai,i20
Pune,2019,1000,Petrol,Manual,First,17.19,1197.0,81.86,5.0,Hyundai,i20
Chennai,2011,80000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,Honda,City
Coimbatore,2016,65003,Diesel,Automatic,First,13.6,4134.0,382.0,5.0,Porsche,Cayenne
Coimbatore,2019,16573,Petrol,Manual,First,17.8,1198.0,86.7,5.0,Honda,Amaze
Pune,2008,152633,Petrol,Automatic,First,12.9,1799.0,130.0,5.0,Honda,Civic
Bangalore,2015,53000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
Hyderabad,2017,50129,Diesel,Manual,First,19.67,1582.0,126.2,5.0,Hyundai,Creta
Hyderabad,2013,63716,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,Audi,Q3
Mumbai,2018,11000,Petrol,Manual,First,24.7,796.0,47.3,5.0,Maruti,Alto
Chennai,2012,115000,Diesel,Automatic,Third,15.06,1995.0,177.0,5.0,BMW,X1
Delhi,2013,63265,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
Pune,2016,20000,Diesel,Manual,First,21.66,1498.0,108.62,5.0,Volkswagen,Ameo
Pune,2010,79000,Petrol,Manual,Third,16.47,1198.0,73.9,5.0,Volkswagen,Polo
Mumbai,2015,41000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,Maruti,Ciaz
Kochi,2015,26323,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,Volkswagen,Polo
Pune,2016,76000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,Hyundai,Xcent
Hyderabad,2008,69972,Petrol,Manual,First,13.5,1799.0,130.0,5.0,Honda,Civic
Kolkata,2008,69000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,Honda,City
Jaipur,2016,65000,Diesel,Manual,First,15.96,2523.0,62.1,7.0,Mahindra,Bolero
Hyderabad,2016,29512,Petrol,Manual,First,17.4,1497.0,117.3,5.0,Honda,City
Kolkata,2017,51000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,Hyundai,Xcent
Mumbai,2014,58003,Diesel,Manual,First,19.01,1461.0,108.45,5.0,Renault,Duster
Hyderabad,2013,56500,Petrol,Automatic,First,16.98,998.0,66.1,5.0,Maruti,A-Star
Bangalore,2014,29063,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,Audi,A4
Coimbatore,2018,46811,Diesel,Manual,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500
Coimbatore,2014,31897,Petrol,Manual,First,18.06,1198.0,74.96,5.0,Renault,Pulse
Mumbai,2009,52100,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,BMW,3
Hyderabad,2016,73000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,Toyota,Innova
Kolkata,2009,31423,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
Chennai,2014,75180,Diesel,Manual,First,22.9,1248.0,74.0,5.0,Maruti,Swift
Mumbai,2013,75000,Diesel,Manual,Second,19.64,1461.0,108.45,5.0,Renault,Duster
Mumbai,2014,15000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,Volkswagen,Polo
Mumbai,2015,12000,Petrol,Manual,First,17.19,1197.0,81.86,5.0,Hyundai,i20
Pune,2014,32000,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,BMW,5
Hyderabad,2017,44504,Diesel,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift
Jaipur,2015,39437,Diesel,Manual,First,28.4,1248.0,74.0,5.0,Maruti,Swift
Coimbatore,2017,36931,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,Hyundai,Verna
Bangalore,2016,17800,Petrol,Automatic,Second,21.9,624.0,37.48,4.0,Tata,Nano
Hyderabad,2009,71346,Petrol,Manual,First,17.5,1298.0,85.8,5.0,Maruti,Swift
Delhi,2015,45000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,Hyundai,i20
Hyderabad,2010,85155,Petrol,Manual,First,17.0,1197.0,80.0,5.0,Hyundai,i20
Mumbai,2015,48823,Petrol,Manual,First,20.73,1373.0,91.1,5.0,Maruti,Ciaz
Delhi,2015,37000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,Land,Rover
Hyderabad,2005,92000,Diesel,Manual,Second,16.1,1405.0,70.0,5.0,Tata,Indigo
Mumbai,2014,36000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,Tata,Zest
Delhi,2016,24569,Diesel,Manual,First,16.0,1997.0,140.0,7.0,Mahindra,XUV500
Mumbai,2008,95000,Petrol,Automatic,Third,11.7,2354.0,177.6,5.0,Honda,Accord
Coimbatore,2015,25811,Petrol,Manual,Second,25.4,624.0,37.5,4.0,Tata,Nano
Ahmedabad,2015,65000,Diesel,Manual,First,22.7,1582.0,126.2,5.0,Hyundai,Elantra
Chennai,2017,100400,Diesel,Manual,First,25.0,1396.0,69.0,5.0,Tata,Indica
Jaipur,2014,76414,Diesel,Manual,First,25.8,1498.0,98.6,5.0,Honda,Amaze
Kochi,2012,82103,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500
Pune,2013,98000,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,BMW,X3
Pune,2010,45252,Petrol,Manual,First,18.9,1197.0,81.86,5.0,Hyundai,Grand
Delhi,2017,10300,Petrol,Manual,First,21.4,1197.0,83.1,5.0,Maruti,Baleno
Kochi,2016,42024,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,Hyundai,Verna
Kochi,2018,51236,Diesel,Manual,First,25.47,1248.0,88.5,7.0,Maruti,Ertiga
Mumbai,2013,52000,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,Mini,Cooper
Coimbatore,2015,42894,Diesel,Manual,First,23.2,1248.0,73.94,5.0,Maruti,Ritz
Mumbai,2011,68000,Diesel,Automatic,First,15.6,1896.0,106.0,5.0,Skoda,Laura
Delhi,2014,69000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport
Pune,2017,10000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
Chennai,2015,16000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,Honda,Brio
Kolkata,2013,46992,Diesel,Manual,First,25.8,1498.0,98.6,5.0,Honda,Amaze
Pune,2010,170000,Diesel,Automatic,Third,18.48,1995.0,177.0,5.0,BMW,5
Delhi,2014,58000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,Audi,Q7
Jaipur,2015,50000,Diesel,Manual,Second,24.0,1120.0,70.0,5.0,Hyundai,Grand
Kolkata,2011,39010,Diesel,Manual,First,23.08,1461.0,63.1,5.0,Nissan,Micra
Jaipur,2016,26946,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
Pune,2015,28700,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON
Chennai,2011,60000,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,Mercedes-Benz,New
Delhi,2014,38999,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,Land,Rover
Mumbai,2016,39000,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,Mahindra,Ssangyong
Coimbatore,2018,7784,Petrol,Manual,First,20.73,1373.0,91.1,5.0,Maruti,Ciaz
Kochi,2014,45710,Petrol,Automatic,First,11.8,3498.0,272.0,7.0,Mercedes-Benz,R-Class
Chennai,2017,42000,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,Maruti,Dzire
Coimbatore,2013,75995,Diesel,Automatic,Second,11.49,4367.0,335.3,5.0,Land,Rover
Kolkata,2013,57000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,Renault,Duster
Chennai,2013,85350,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,Hyundai,Verna
Coimbatore,2016,82725,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,Toyota,Corolla
Mumbai,2016,19000,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,BMW,3
Chennai,2018,13900,Petrol,Manual,First,18.88,1499.0,110.4,5.0,Ford,EcoSport
Hyderabad,2014,108000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,Maruti,Swift
Bangalore,2016,36000,Diesel,Automatic,First,11.72,2199.0,194.3,7.0,Hyundai,Santa
Hyderabad,2013,62188,Diesel,Manual,First,17.2,1396.0,53.5,5.0,Tata,Indica
Kochi,2015,58397,Diesel,Manual,First,24.0,1120.0,70.0,5.0,Hyundai,Grand
Delhi,2016,30000,Petrol,Automatic,First,22.5,998.0,67.0,5.0,Maruti,Wagon
Kochi,2018,29907,Diesel,Manual,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500
Kolkata,2009,46000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,Audi,A4
Bangalore,2012,65000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,Volkswagen,Vento
Delhi,2016,22000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara
Chennai,2002,99024,Petrol,Manual,First,17.3,993.0,60.0,5.0,Maruti,Zen
Kochi,2016,34952,Petrol,Manual,First,19.81,1086.0,68.05,5.0,Hyundai,i10
Kochi,2019,13913,Petrol,Manual,First,17.5,1199.0,88.7,5.0,Honda,WR-V
Chennai,2014,71000,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,Honda,City
Chennai,2012,97000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,Toyota,Fortuner
Delhi,2017,21000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500
Mumbai,2007,116000,Diesel,Manual,Third,10.9,2499.0,,7.0,Ford,Endeavour
Kolkata,2012,110438,Diesel,Manual,First,20.0,1399.0,68.05,5.0,Ford,Figo
Coimbatore,2017,66507,Petrol,Automatic,Second,19.0,1199.0,88.7,5.0,Honda,Jazz
Coimbatore,2017,54650,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,Ford,Endeavour
Hyderabad,2014,32000,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,Nissan,Sunny
Coimbatore,2011,75378,Diesel,Manual,First,18.7,1896.0,66.0,5.0,Skoda,Octavia
Chennai,2012,82697,Diesel,Manual,First,25.44,936.0,57.6,5.0,Chevrolet,Beat
Chennai,2009,135000,Petrol,Automatic,First,12.1,2362.0,164.7,5.0,Toyota,Camry
Chennai,2012,149000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,Renault,Duster
